,Ruling,Name,Quote,Description,Date
688,half-true,Chris Christie,"Under Gov. Ron DeSantis, “in the last five years, spending has gone up 30%"" in Florida.",a interview,"September 5, 2023 "
689,half-true,Mike Pence,"“In three short years, we achieved energy independence.”","an interview on NBC's ""Meet the Press""","August 13, 2023 "
690,half-true,Donald Trump,The Trump administration “built nearly 500 miles of border wall.”,a rally,"July 29, 2023 "
691,half-true,Joe Biden,"""Wages are up after being adjusted for inflation.""",a speech ,"July 28, 2023 "
692,half-true,Nicole Malliotakis,“You can work at some McDonald’s in this country for more money than … signing up for the military.”,a radio interview,"July 14, 2023 "
693,half-true,Ron DeSantis,Federal “agencies and government have grown 50% since 2019.”,an interview with Fox News' Maria Bartiromo,"July 9, 2023 "
694,half-true,Vivek Ramaswamy,“Young Americans across this country are no longer proud to be American.”,"an interview with ""Fox News Sunday""","June 18, 2023 "
695,half-true,Tim Scott,"“Median income in this country is … $35,000 a year. Because of Joe Biden's inflation, the average monthly expenses have increased by $500, almost.”",a Fox News town hall,"June 21, 2023 "
696,half-true,Joe Biden,"""Twenty-six out of every 100 students” in K-12 speak Spanish.",a speech,"June 15, 2023 "
697,half-true,Bill Cassidy,“The White House Gift Shop is putting out a commemorative coin for Donald Trump's indictment.”,a social media posts,"June 12, 2023 "
698,half-true,Ron DeSantis,"“A place like California, they give (immigrants in the country illegally) benefits. They give unemployment checks.”",a roundtable discussion.,"June 7, 2023 "
699,half-true,Alex Epstein,A chart on Arctic sea ice provides evidence that Al Gore was wrong when he said in 2009 that the north polar ice cap would lose all of its ice “within the next five to seven years.”,a post,"May 5, 2023 "
700,half-true,Tim Scott,“The share of working-age men choosing to work is the lowest it has ever been.”,his presidential announcement speech,"May 22, 2023 "
701,half-true,Bernie Sanders,"""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",an interview on CNN’s “State of the Union”,"April 30, 2023 "
702,half-true,MAGA Inc,“In Congress Ron DeSantis pushed a 23% national sales tax.”,a TV ad,"May 12, 2023 "
703,half-true,Roy Cooper,Four North Carolina Republicans made “campaign promises” to protect reproductive rights,a video posted to Twitter,"May 4, 2023 "
704,half-true,Charles Schumer,Sen. Tommy Tuberville is preventing military promotions “because he objects to women within the military getting access to reproductive care.”,a Senate floor speech,"March 28, 2023 "
705,half-true,Nikki Haley,There is “$500 billion of unspent COVID money” that can be rescinded.,a town hall ,"April 10, 2023 "
706,half-true,Paul Tonko,“Individuals released from incarceration are 129 times more likely to die of a drug overdose during the first two weeks after release.”,a press release,"March 20, 2023 "
707,half-true,Mike Pence,"""In the 1960s, liberals emptied our psych wards.""",a speech to the National Rifle Association,"April 14, 2023 "
708,half-true,Chris Murphy,“The 5 states with the highest gun homicide rates in the nation all have loose gun laws” while “the 5 states with the lowest rates have some of the toughest laws.”,a tweet,"April 3, 2023 "
709,half-true,Mike Pence,"“In the next two years, we'll spend more on interest on our national debt than we do on the national defense.”",an interview with CNN's Wolf Blitzer,"March 30, 2023 "
710,half-true,Jared Moskowitz,Former President Donald Trump “instructed all the governors to shut down” because of the COVID-19 pandemic.,an interview on CNN,"March 26, 2023 "
711,half-true,Brandon Creighton,"When discussing education savings accounts, ""We would be 31st in the nation to have these policies going forward on behalf of kids.”",Interview with WFAA,"March 19, 2023 "
712,half-true,Mike Pence,“We have a national debt the size of our nation’s economy for the first time since World War II.”,an interview with Fox Business' Maria Bartiromo,"March 24, 2023 "
713,half-true,Janet Protasiewicz,"As a sitting Supreme Court justice, Daniel Kelly recused himself from a case, then “he pocketed $20,000 in contributions” from the plaintiff and family members and “unrecused himself so he could judge the case.”",TV ad,"March 9, 2023 "
714,half-true,Greg Abbott,"""Businesses large and small have led Texas to be ranked the number one state for business every year that I’ve been governor.""",the State of the State speech,"February 16, 2023 "
715,half-true,Darrin Madison,"Under a GOP bill on cash bail, ""a large quantity of people who are accused of crimes, including anyone who even witnesses certain crimes, could now be detained and subject to bail.""",News release,"February 8, 2023 "
716,half-true,Nikki Haley,"Democrats ""want to ban gas powered cars and gas stoves.”",a speech at CPAC,"March 3, 2023 "
717,half-true,Chain email,"Because of daylight saving time, “NO alarm set for the 2:00 a.m. hour will go off” on March 12.",a cha,"March 7, 2023 "
718,half-true,Viral image,Canada has only “had 11 school shooting deaths … in history.”,a Facebook post,"February 20, 2023 "
719,half-true,DeSantis Watch,"""Ron DeSantis voted to cut $473 billion from Medicare.""",a Facebook post,"February 8, 2023 "
720,half-true,Sawyer Hackett,Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,a tweet,"January 16, 2023 "
721,half-true,Erick Erickson,"“Right now, driving 100 miles in an electric vehicle is more expensive than driving an internal combustion engine car.”",a video,"January 27, 2023 "
722,half-true,Joe Biden,“We created more new jobs in two years than any president did in their entire term.”,a speech ,"February 3, 2023 "
723,half-true,Tony Evers,"""During my time in office, we've increased per pupil aid by more than $300 per student. Now, our schools have returned to the top 10 in the country after falling to 17 under the previous administration.”",Twitter,"December 27, 2022 "
724,half-true,Gavin Newsom,"""(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight.""",a tweet,"January 30, 2023 "
725,half-true,X posts,“Female student-athletes in Florida need to provide their schools with detailed information about their periods.”,a tweet,"January 25, 2023 "
726,half-true,Chip Roy,"""Under Biden, we have seen over 4.6 million encounters at our southern border. Most have been released into the interior and will stay here indefinitely.""",a tweet,"January 23, 2023 "
727,half-true,Joe Biden,"“Two years ago this week, 18 million people were out of work needing unemployment benefits. Today, that number is under 1.6 million, the lowest in decades.”",a tweet,"January 25, 2023 "
728,half-true,Joe Biden,"“One quarter” of today’s $31.4 trillion federal debt “was accumulated in the four years of my predecessor,” Donald Trump.",a speech at the White House,"January 20, 2023 "
729,half-true,Brian Fitzpatrick,"“Classified documents can never be taken out of a (sensitive compartmented information facility), ever.”",an interview on Fox News Sunday,"January 22, 2023 "
730,half-true,Kevin McCarthy,"“When the Republicans were in power the last time for eight years, do you know how much discretionary spending increased in those eight years? Zero.”",an interview with Fox News' Sean Hannity,"January 10, 2023 "
731,half-true,Joe Biden,“Take-home pay for workers is going up.”,remarks at the White House,"January 12, 2023 "
732,half-true,Lindsay Cross,"""Florida's water is dirtier and sicker than when Gov. DeSantis first took office.""",a press release,"January 3, 2023 "
733,half-true,Kari Lake,Luana Stoltenberg “originally LOST her race for Iowa State House when Machines declared the Democrat the Winner.”,a tweet,"December 10, 2022 "
734,half-true,Bernie Sanders,“We have 85 million Americans who have no health insurance.”,an interview on CNN,"December 11, 2022 "
735,half-true,Chris Murphy,“60% of counties in this country are refusing to implement the nation's gun laws.”,an interview on CNN,"November 27, 2022 "
736,half-true,League of Conservation Voters,"Herschel Walker “is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests.""",a statement on a website,"November 28, 2022 "
737,half-true,Herschel Walker,"“(Raphael) Warnock’s camp was shut down for failing to report five findings of child abuse and neglect.""",an ad,"November 16, 2022 "
738,half-true,Senate Majority PAC,"“Ted Budd voted to cut Medicare and Social Security and voted to raise the retirement age, too.”",a political ad,"October 24, 2022 "
739,half-true,Yesli Vega,They were “never my comments” that a woman can’t get pregnant from rape.,an interview.,"October 20, 2022 "
740,half-true,Kris Mayes,"Abraham Hamadeh says he will “lock up doctors, nurses, pharmacists” and “punish women for abortion.”",a tweet,"September 25, 2022 "
741,half-true,Florida Immigrant Coalition,“Marco Rubio le ha votado en contra a los Dreamers”.,un anuncio de campaña,"October 18, 2022 "
742,half-true,Kim Reynolds,"""Deidre DeJear refused to stand for police.""",a campaign ad,"October 6, 2022 "
743,half-true,Instagram posts,Pennsylvania drop boxes were “pre-loaded” with ballots.,a screenshot shared on Instagram,"October 27, 2022 "
744,half-true,Tom Horne,“Kids are resistant to COVID as opposed to older people.”,a debate,"September 14, 2022 "
745,half-true,Instagram posts,A Phoenix TV station aired the election results more than a week early.,a post,"October 27, 2022 "
746,half-true,Catherine Cortez Masto,Adam Laxalt is “anti-DACA” and “fought against the protections for DACA recipients when he was attorney general.”,a tweet,"October 13, 2022 "
747,half-true,Kathy Hochul,"New York state is outpacing the rest of the country, because shootings in New York are down 10%, and across the country the drop is only 2%.",a speech,"September 28, 2022 "
748,half-true,Instagram posts,“Boston University CREATES a new COVID strain that has an 80% kill rate.”,an Instagram post,"October 17, 2022 "
749,half-true,Senate Majority PAC,"A dog endured “unimaginable pain and suffering” during heart research experiments, “just one of 300 killed in (Dr. Mehmet) Oz’s lab.”",an ad,"October 11, 2022 "
750,half-true,Arizona Democratic Party,"Abraham Hamadeh misled ""about his legal experience.”",a tweet,"September 13, 2022 "
